,text,intent_ovr
56153,by avoiding eye contact and walking slowly away,review
65118,his next project,review
21934,a cheat in the end,review
43930,stoops to cheap manipulation or corny conventions to do it,review
20438,the humans are acting like puppets,review
72780,the new release,review
6778,for pity and sympathy,review
38156,"is -RRB- a fascinating character ,",review
12945,say for plenty of movies,review
65059,the filmmakers clearly believe,review
39880,in the right direction,review
6818,Brings to a spectacular completion one,review
37597,Ms. Birot 's film,review
21055,this Italian freakshow,review
50678,"stiff , ponderous and charmless",review
33491,probing or penetrating,review
40391,be 127 years old,review
62627,The script 's judgment and sense,review
63345,the chaos of an urban conflagration,review
78854,Church members and undemanding armchair tourists,review
47886,Brutally honest and,review
2366,the killer in Insomnia,review
52256,a novel thought in his head,review
25614,two rich women by their servants in 1933,review
47171,"promisingly but disintegrates into a dreary , humorless soap opera .",review
15804,expect from the guy-in-a-dress genre,review
5783,question to ask about Bad Company,review
58430,want to see it,review
31981,is certainly easy to watch,review
63580,this girl-meets-girl love story,review
25508,do with imagination,review
74163,the glory days of Weekend and,review
62511,"its heightened , well-shaped dramas",review
23257,the mystery unravels,review
33701,The thing about guys like Evans is this,review
23622,its depiction of the lives of the Papin sister,review
45632,clinch him this year 's Razzie,review
70415,'s like an old Warner Bros. costumer jived with sex,review
3499,'s been attached to before,review
46428,Neil Finn and Edmund,review
72592,in the saddle,review
75120,the same easy targets,review
45566,Bartleby 's main overall flaw,review
38473,"A fine effort ,",review
60572,"Rumor , a muddled drama about coming to terms with death ,",review
69676,save for a few comic turns,review
15500,is frittered away in middle-of-the-road blandness .,review
20624,nostalgic comments from the now middle-aged participants,review
36236,search of a better movie experience,review
76591,Jules Verne 's ',review
21058,'s a best-selling writer of self-help books who ca n't help herself,review
58053,the seamy underbelly of the criminal world,review
54426,it 's an adventure story and history lesson all in one .,review
254,romantic comedy boilerplate,review
57319,and Two Smoking Barrels,review
14315,that 's best served cold,review
85883,Has a certain ghoulish,review
33703,about guys like Evans,review
48864,for its success on a patient viewer,review
66836,which adds 51 minutes,review
10490,that have become a Spielberg trademark,review
32991,might not seem like the proper cup of tea,review
73363,encountering the most,review
20444,"his shortest ,",review
56989,poignant and wryly amusing film,review
8630,music that did n't sell many records but helped change a nation,review
28455,two-hour running time,review
31993,"has a tired , talky feel .",review
84126,to entertain or inspire its viewers,review
44109,probe Lear 's soul-stripping breakdown,review
25420,`` Laissez-passer '' -RRB-,review
31505,", we get another scene , and then another .",review
78616,slapped together .,review
15939,the finish line,review
82845,they '' wanted and quite honestly,review
79658,an intensely lived time,review
36747,to accommodate to fit in and gain the unconditional love she seeks,review
71376,"is very funny , but not always in a laugh-out-loud way",review
30004,in formulaic mainstream movies,review
74169,I Know About Her,review
9342,Sorvino makes the princess seem smug and cartoonish,review
37035,be missing a great deal of the acerbic repartee of the play,review
83209,a degree of affection rather than,review
18923,get more out of the latter experience,review
43594,this film 's cast,review
57833,the local flavour,review
43887,ably balances real-time rhythms with propulsive incident .,review
81886,all four of the lead actors a lot,review
11928,called ` My Husband Is Travis Bickle,review
36765,written by somebody else,review
42164,The 50-something lovebirds,review
62646,cause Tom Green a grimace ;,review
85812,when the psychedelic '60s grooved over into the gay '70s,review
59458,"drug dealers ,",review
75931,most deceptively amusing,review
13097,In the book-on-tape market,review
42456,lyrical and celebratory vision,review
71384,old pickup skidding,review
64429,suddenly wake up,review
14414,believe in it,review
30832,it promised it would be,review
37609,the emotional evolution of the two bewitched adolescents,review
24297,in its quest to be taken seriously,review
53704,it did n't entirely grab me,review
5950,deadpan comic face,review
37975,produce any real transformation,review
10429,believe that something so short could be so flabby,review
18892,in Steven Soderbergh 's Traffic,review
79209,in the same old story,review
34379,is not entirely successful,review
6666,spend $ 9,review
5680,the essence of the Dogtown experience,review
63341,heartfelt and achingly real,review
62959,tells its story in a flat manner and,review
66115,of bland comfort food,review
22862,and self-mutilating sideshow geeks,review
28078,keep it entertaining,review
59692,"The whole affair , true story or not ,",review
48095,"gets vivid , convincing performances",review
51652,another teen movie,review
66559,of a New York,review
69512,I say it twice,review
11702,minutely detailed wonders of dreamlike ecstasy,review
85373,Herzog 's -RRB-,review
67592,"absolutely , inescapably gorgeous , skyscraper-trapeze motion",review
37341,crawl up your own \*\*\*,review
21640,the top of their lungs no matter what the situation,review
33852,not always fairly,review
43831,-- or backyard sheds --,review
61354,few crucial things,review
61436,"If you do n't flee , you might be seduced .",review
70307,not heard on television,review
35118,close to the ground,review
14443,morphs into a mundane '70s disaster flick .,review
72006,from gripping to plodding and back,review
78835,-- even more damning --,review
67668,plays like the standard made-for-TV movie,review
81524,rated EEE for excitement .,review
49059,the intentionally low standards of frat-boy humor,review
37839,a realized work,review
35941,crafted a deceptively casual ode,review
59602,a good alternative,review
3672,turns that occasionally fortify this turgid fable,review
67405,on a striking new significance for anyone who sees the film,review
7161,A piquant meditation on the things that prevent people from reaching happiness,review
63512,remind us of how very bad a motion picture can truly be,review
4662,this somber cop drama,review
25872,this clever and very satisfying picture,review
8453,'s far from fresh-squeezed,review
79727,to find an old flame,review
18608,Saddled with an unwieldy cast of characters and angles,review
74697,though Do n't Ask still finds a few chuckles,review
33367,whose roots go back to 7th-century oral traditions,review
38705,"of a young woman 's breakdown , the film",review
50273,A waterlogged version,review
45744,fans clamoring for another ride,review
68727,a traditional Indian wedding,review
7381,captured on film .,review
30798,normally is expected to have characters and a storyline,review
43461,"looking for a clean , kid-friendly outing",review
470,the sensational true-crime,review
25727,old French cinema,review
72508,It 's not too much of anything .,review
3232,a disappointingly thin slice of lower-class London life ;,review
18959,leaves you wanting more,review
614,"The screenplay by James Eric , James Horton and director Peter O'Fallon",review
85250,to find that human nature is pretty much the same all over,review
15000,", this is it .",review
11355,"gentle , lapping rhythms",review
21409,static and sugary little half-hour,review
49290,the creative process or even,review
24422,'re in a slap-happy mood,review
28200,are the norm,review
64191,this shower of black-and-white psychedelia,review
50384,The wonderfully lush Morvern Callar is pure punk existentialism,review
27964,that 's going on here,review
30522,a new career,review
71088,the intelligence of anyone,review
84185,"the specter of death , especially suicide",review
44312,", Caruso 's self-conscious debut is also eminently forgettable .",review
3241,that South Korean filmmakers,review
13061,its relatively gore-free allusions to the serial murders,review
42103,need to find each other,review
39129,is a somber trip worth taking,review
32045,the humanity of its people,review
98,for the same reason,review
9877,distanced us from the characters,review
22024,spends a bit,review
65537,"Young Hanks and Fisk , who vaguely resemble their celebrity parents ,",review
78722,familiar Herzog tropes,review
43523,the script 's refusal of a happy ending,review
78193,who does n't know the meaning of the word ` quit,review
80751,what I was expecting,review
76054,is n't one true ` Chan moment ',review
73046,acting like an 8-year-old channeling Roberto Benigni,review
66005,Banderas looks like he 's not trying to laugh at how bad,review
43549,than a few shrieky special effects,review
58830,'re in the mood for something,review
5214,not to mention gently political -RRB-,review
46525,love to come from an American director in years .,review
17037,But the second half of the movie really goes downhill .,review
71591,The inevitable double - and triple-crosses arise,review
28976,while delivering a wholesome fantasy for kids,review
39711,no real sense,review
50458,capacity to explain themselves,review
78147,of deft and subtle poetry,review
63370,complex portrait of a modern Israel that is rarely seen on-screen,review
20861,nevertheless efficiently amusing for a good while,review
15944,to let slide,review
36070,infiltrated every corner of society,review
11476,we 're all in this together,review
52881,"a testament of quiet endurance , of common concern ,",review
86076,"nearly 21\/2 hours of unfocused , excruciatingly tedious cinema",review
7509,where no man has gone before,review
9495,it were n't,review
50120,have shot Kennedy,review
63009,"sit through , enjoy on a certain level",review
82355,souls and risk and schemes,review
76753,Too many improbabilities and rose-colored situations,review
53522,universal and involving,review
78005,far more interested in gross-out humor,review
19896,"is sentimental but feels free to offend , is analytical and",review
52655,"A little uneven to be the cat 's meow ,",review
24892,in their story about a retail clerk wanting more out of life,review
8589,recent holiday season,review
78551,simple in form but rich with human events,review
61183,dry humor and jarring shocks,review
53569,a friendly kick,review
21478,its episodic pacing keeping the film from developing any storytelling flow,review
37459,Depressingly thin and exhaustingly contrived,review
69616,Morgen and Nanette Burstein,review
79309,"in creating an emotionally complex , dramatically satisfying heroine",review
65718,give us anything we have n't seen before,review
4355,Crudup 's anchoring performance,review
28022,its seventy-minute running time,review
39347,on the plants at his own birthday party,review
10345,Any attempts at nuance given by the capable cast,review
56764,a kind of Ghandi gone bad,review
17604,be considered a funny little film,review
30782,capable only of delivering,review
75710,need the lesson in repugnance .,review
53353,to fade from memory,review
9849,to the titular character 's paintings and,review
11002,for most of the film,review
67550,"a faulty premise , one it follows into melodrama and silliness",review
27771,"Lillard and Cardellini earn their Scooby Snacks , but not anyone else",review
11339,"a fairly impressive debut from the director , Charles Stone III",review
65709,insouciance embedded in the sexy demise of James Dean,review
15371,filled with more holes than Clyde Barrow 's car,review
82952,"is unfocused ,",review
34259,delivers one of the saddest action hero performances ever witnessed,review
8519,"in '50s sociology , pop culture or movie lore",review
71995,"self-hating , self-destructive ways",review
10507,'s a conundrum not,review
77604,horror flick formula,review
48366,do n't like it,review
16608,the achingly unfunny Phonce,review
82290,of ghetto fabulousness,review
77480,to classify as it is hard to resist,review
29087,even as they are being framed in conversation --,review
41483,to be the 21st Century 's new `` Conan '',review
12051,running off the limited chemistry created by Ralph Fiennes and Jennifer Lopez,review
61743,"canny , derivative , wildly gruesome portrait",review
45119,who are its subject,review
6323,for a satisfying evening at the multiplex,review
5877,` Anthony Hopkins ' and ` terrorists,review
1664,soothe and break your heart,review
81012,of the guru who helped,review
74709,in a grisly sort of way,review
43557,a glimpse at his life,review
46846,casting Shatner as a legendary professor and Kunis,review
12035,never shoot straight,review
67758,'s the type of stunt the Academy loves,review
50168,` How can you charge money for this ? ',review
50140,all the classic dramas,review
64252,with the misfortune of being released a few decades too late,review
76532,breezy caper movie,review
15491,stand as intellectual masterpieces next to The Scorpion King .,review
4066,"failed jokes , twitchy acting",review
50303,executed in a manner,review
60356,pathetic exploitation film,review
44835,chilling and heart-warming,review
35132,as Vincent became more and more abhorrent,review
84359,at what it was to be Iranian-American in 1979,review
39410,"no wit ,",review
76200,know an Orc from a Uruk-Hai,review
79238,"a slightly naughty , just-above-average off - Broadway play",review
13313,is truth here,review
11418,"of the film 's creepy , scary effectiveness",review
24327,kill Michael Myers for good :,review
26168,an all-night tequila bender,review
23426,that tells you there is no sense,review
32865,who proves that elegance is more than tattoo deep,review
53696,"sexy , funny and touching",review
32355,flashes of warmth and gentle humor,review
44330,", dramatically forceful , and beautifully shot",review
7222,"fallible human beings , not",review
55428,Adaptation is simply brilliant .,review
14071,this blood-soaked tragedy of murderous ambition,review
25427,maybe the original inspiration has run its course,review
60713,an unnatural calm that 's occasionally shaken by ... blasts of rage,review
70628,", the movie 's not .",review
83996,rises above the level of a telanovela .,review
71504,the following year,review
45351,"sweet , melancholy spell",review
29617,pathetic as The Animal,review
77587,grasping actors ' workshop,review
38801,feels somewhat unfinished .,review
53710,A muddy psychological thriller rife with miscalculations .,review
22397,", smoky and inviting",review
79181,A spooky yarn,review
31271,deliver a fair bit of vampire fun,review
79606,may find themselves stifling a yawn or two during the first hour,review
69375,at other times outside looking in,review
29314,"the movie 's sentimental , hypocritical lessons about sexism",review
55061,An unintentional parody,review
3926,the rules of the Country Bear universe,review
36853,", the film is well worthwhile .",review
4356,"-LRB- Carvey 's -RRB- characters are both overplayed and exaggerated , but",review
51423,classy dinner soiree,review
78287,a first-rate cast,review
46825,on the life experiences of a particular theatrical family,review
28345,Sex is one of those films that aims to confuse .,review
76933,who sometimes feel more like literary conceits than flesh-and-blood humans,review
83478,another situation romance,review
12991,the magic we saw in Glitter here in Wisegirls,review
78080,forget their lines,review
50256,"go very right , and then",review
69228,Will no doubt delight Plympton 's legion of fans,review
56374,What elevates the movie above the run-of-the-mill singles blender,review
9343,makes the princess seem smug and cartoonish,review
43215,so with an artistry that also smacks of revelation,review
38968,elegant technology for the masses --,review
21997,the credits roll across the pat ending,review
618,"James Eric , James Horton",review
82785,promising from a mediocre screenplay,review
35531,be a breath of fresh air,review
67452,the translation ...,review
3715,With or without,review
70906,leaves a bad taste in your mouth and questions on your mind,review
79962,its luckiest viewers,review
28788,screaming but yawning,review
67235,"the annual Riviera spree of flesh , buzz , blab and money",review
32907,Farrelly Brothers comedy,review
59855,down over 140 minutes,review
38916,will have found a cult favorite to enjoy for a lifetime .,review
59728,numbing experience to watch,review
17337,complex and honest,review
6624,'n' roll .,review
9775,make great marching bands half the fun of college football games,review
9587,a very good viewing alternative,review
44284,loads of CGI and bushels of violence,review
83539,of history affectingly,review
8671,naturally funny film,review
15586,Seems like someone going through the motions .,review
10842,women since Valley of the Dolls,review
35333,"Sensual , funny and , in the end , very touching",review
41685,adorably ditsy but heartfelt performances,review
48,"intrigue , betrayal , deceit and murder",review
5354,occasionally fun enough to make you,review
77635,writing and acting,review
31517,of movies years ago,review
24193,I 'd rather watch a rerun of The Powerpuff Girls,review
58783,York City locations,review
54501,sticking in one 's mind a lot more than the cool bits,review
57902,on the soullessness of work,review
39074,achingly honest and,review
39833,My Big Fat Greek Wedding,review
46390,"is too picture postcard perfect , too neat and new pin-like",review
66524,", riveting story",review
23462,"in its themes of loyalty , courage and dedication",review
8785,the ranks of the players,review
80970,"fine , focused piece",review
33992,opportunity to strongly present some profound social commentary,review
78405,trying to set the women 's liberation movement back 20 years,review
62665,are at least interesting,review
29372,unhappy at the prospect of the human race splitting in two,review
56159,A remarkable film by Bernard Rose,review
4379,'s also somewhat clumsy .,review
82862,foremost cinematic poet,review
36024,"it 's an acquired taste that takes time to enjoy ,",review
10421,highly recommend Irwin,review
58520,using a video game as the source material movie,review
50603,"as good , if not better",review
76212,no unforgettably stupid stunts,review
38463,you wo n't be sorry,review
72206,"what truth can be discerned from non-firsthand experience , and specifically",review
4672,its titular community,review
6780,for anachronistic phantasms haunting the imagined glory of their own pasts,review
75409,stands as one of the great films about movie love,review
71178,No Man 's,review
67544,the highest power of all is the power of love,review
6463,Its impressive images,review
86111,a genre that,review
77798,"begging for attention ,",review
69022,a cinematic year already littered with celluloid garbage,review
29082,lines that feel like long soliloquies,review
2258,things so nice,review
16205,An engrossing and infectiously enthusiastic documentary,review
9812,as in the songs translate well to film,review
60253,into overworked elements,review
43457,"one that families looking for a clean , kid-friendly outing should investigate",review
76822,It 's soulful and unslick,review
45031,The obligatory break-ups and hook-ups,review
20923,One Hour Photo 's real strength,review
33901,'s just brilliant in this .,review
33518,on the atmospheric weirdness,review
54266,devastatingly powerful and astonishingly vivid Holocaust drama,review
24377,lost in its midst,review
43209,many outsiders will be surprised to know,review
37204,from the film,review
78993,Hollywood heart-string plucking,review
43658,to 1994 's surprise family,review
81721,sci-fi action thriller,review
23443,and insufferable ball,review
75053,'s a sincere mess,review
27247,gets royally screwed and,review
51504,is chillingly unemotive,review
28632,"made , how could it not be ?",review
47711,"blue , green and brown",review
66908,A film of quiet power .,review
41052,"fun and funny in the middle , though somewhat less",review
80368,is Son of Animal House,review
69314,saw it will have an opinion to share,review
9192,the definition of a ` bad ' police shooting,review
17308,mean that in a good way,review
26010,"the cast , particularly the Ya-Yas",review
2601,", and unknown",review
31996,"tired , talky feel",review
40967,go back and choose to skip it,review
26142,a great missed opportunity,review
14933,Even the hastily and amateurishly drawn animation can not engage .,review
42399,landing squarely on `` stupid '',review
6994,the most purely enjoyable and satisfying evenings,review
40455,one 's imagination,review
17203,be a girl in a world of boys,review
57768,of all places,review
25172,intriguing near-miss .,review
18817,"shootings , beatings",review
43740,really wrong with this ricture,review
55928,the right movie,review
65339,its stylish surprises,review
35537,impart a message without bludgeoning the audience over the head,review
22965,", Rain is the far superior film .",review
61776,that it 's a brazenly misguided project,review
1772,no reason to exist,review
30611,It must be the end of the world,review
10006,including the supporting ones,review
76849,"persuades you , with every scene ,",review
83967,they looked at how this movie turned out,review
43856,are not at all,review
82995,exploring her process of turning pain into art,review
12717,with an oddly winning portrayal of one of life 's ultimate losers,review
24877,ca n't save,review
649,their funny accents,review
67839,"surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion",review
70559,his brawny frame,review
80581,or detached pleasure,review
41224,bother remembering it,review
55294,that film is yet to be made,review
76914,playful without being fun,review
18471,"authentically vague , but ultimately purposeless ,",review
44184,of a summer popcorn movie,review
64387,falling in love with Howard Stern,review
41915,insists on the virtue of imperfection,review
46708,", the score is too insistent",review
25473,As relationships shift,review
27505,and entirely implausible,review
67209,you are willing to do this,review
55735,Sand and Musset,review
64778,fit the incredible storyline,review
10782,less than 90,review
45926,physical and psychological barriers,review
70801,Japanimator Hayao Miyazaki 's,review
68953,in theaters since ... well,review
54307,will he be,review
55113,than seem possible,review
48795,right opening premise,review
63176,technically sumptuous but also,review
16830,"ca n't quite maintain its initial momentum , but",review
30695,of Jaglom 's self-conscious and gratingly irritating films,review
27640,sheerly cinematic appeal,review
36769,rendered love story .,review
39480,who makes Martha enormously endearing,review
83133,unexplained baboon cameo,review
4914,plenty of nudity,review
78991,the worst kind of Hollywood heart-string plucking,review
6722,sincere and artful,review
7563,the same blueprint,review
17997,from a guy,review
8162,"The stripped-down dramatic constructs , austere imagery and",review
68425,needs to be heard in the sea of Holocaust movies,review
81573,between five Filipino-Americans and their frantic efforts,review
80252,as will the fight scenes,review
30608,a delightful romantic comedy,review
74211,a lame story,review
7811,Not a schlocky creature,review
11219,respects the material,review
63899,an unusually surreal tone,review
83529,"Shanghai Ghetto , much stranger than any fiction ,",review
55772,the film ...,review
33933,This submarine drama,review
30496,is handled with intelligence and care,review
1903,The punch lines that miss,review
43273,A small independent film suffering from a severe case of Hollywood-itis,review
72153,consumerist ... studiously inoffensive and,review
816,its predecessors proud,review
8738,the slack complacency,review
12371,any new viewers,review
20835,"We 've seen the hippie-turned-yuppie plot before ,",review
77661,"a smoother , more focused narrative",review
34366,a fantastic dual performance,review
10564,Cagney 's ` top of the world ',review
44408,stalking men with guns though,review
25940,A dark comedy that,review
82047,This is amusing for about three minutes .,review
66000,you have left,review
9053,Duvall -LRB- also a producer -RRB-,review
54065,'s well worth a rental .,review
9548,Jerry Bruckheimer 's,review
70337,"A dull , simple-minded and stereotypical tale of drugs ,",review
30747,"of light-heartedness , that makes it attractive throughout",review
54549,the hardy spirit of Cuban music,review
29035,-- if that 's not too glorified a term --,review
10247,Wait to see it then,review
80712,", crisp storytelling",review
17731,depending upon where you live,review
1196,a surge through swirling rapids or a leap from pinnacle to pinnacle,review
85755,all that funny,review
30018,a style-free exercise in manipulation and mayhem,review
18826,a twist -- far better suited to video-viewing than the multiplex,review
10862,attract and sustain an older crowd,review
27939,"Wonderland adventure , a stalker thriller",review
35596,Those who are n't put off by the film 's austerity,review
16113,", personal film",review
56101,of astonishing grandeur,review
70032,Its rawness and vitality give it considerable punch .,review
14918,is long on glamour and short on larger moralistic consequences,review
3857,come even easier,review
45642,presents Schwarzenegger as a tragic figure,review
41363,three short films and two features,review
5941,that movie-star intensity can overcome bad hair design,review
25050,the halfhearted zeal,review
42903,Crush departs from the 4W formula,review
6796,feels a bit anachronistic,review
70946,a new favorite musical,review
28793,the very people,review
16188,as a reverie about memory and regret,review
41628,"has taken away your car , your work-hours",review
49273,wo n't like looking at it,review
6975,in Birthday Girl,review
74955,with the audience,review
9295,timely as tomorrow,review
21435,comes from a 60-second homage,review
38779,to have any right to be,review
10368,cast in impossibly contrived situations,review
43113,If only it were,review
79272,broad and cartoonish as the screenplay is,review
79194,will enjoy it,review
35488,abandon their scripts,review
48948,is more a case of ` Sacre bleu !,review
50767,"Its weighty themes are too grave for youngsters ,",review
74897,"their dogmatism ,",review
76440,"keeps this pretty watchable ,",review
6201,facing change in both their inner and outer lives,review
68444,"Fincher takes no apparent joy in making movies , and",review
27481,a delicate ambiguity,review
54694,can weave an eerie spell,review
20412,comes along only occasionally,review
24610,of the charm of Satin Rouge,review
80518,may end up languishing on a shelf somewhere,review
31139,in exchange for a darker unnerving role,review
6203,both their inner and outer lives,review
23391,"false , sitcom-worthy solutions",review
65258,lingers over every point until the slowest viewer grasps it,review
45583,Grant and Bullock 's characters are made for each other .,review
66987,any true emotional connection or identification frustratingly,review
8694,nice little story,review
52769,"is painfully bad ,",review
73284,"ripe recipe , inspiring",review
52954,-LRB- the stage show -RRB-,review
23662,is out of his league,review
82866,"'s mildly entertaining , especially",review
1753,"is a brilliantly played , deeply unsettling experience",review
64683,infuses the movie with much of its slender,review
75510,"fresh , sometimes funny ,",review
58091,in which you can release your pent up anger,review
8473,suburban woman 's yearning,review
36520,riding with the inherent absurdity of Ganesh 's rise,review
54784,At its most basic,review
14127,", incoherence and sub-sophomoric",review
67609,"An energetic , violent movie",review
66461,Rubbo 's humorously tendentious intervention into the who-wrote-Shakespeare controversy .,review
36040,"Both shrill and soporific , and because everything",review
18547,bubbles with the excitement of the festival in Cannes .,review
14945,become one of those rare remakes,review
53238,is too short,review
58187,some cute moments,review
82377,told film .,review
28280,New York 's,review
10958,"the more contemporary , naturalistic tone",review
38711,works up a few scares,review
75850,give many ministers and Bible-study groups hours of material to discuss,review
49662,"alert , if not amused",review
6371,pick the lint,review
46885,to the actress,review
40535,should come with the warning `` For serious film buffs only,review
69317,have an opinion to share,review
70225,spiced with the intrigue of academic skullduggery and politics,review
77814,but a little too smugly superior,review
30243,`` Intacto 's '' dangerous,review
29734,casts attractive and talented actors,review
25728,Based on Dave Barry 's popular book of the same name,review
34809,a dashing and resourceful hero ;,review
71256,treacle from every pore,review
82499,Dustin Hoffman and Holly Hunter,review
52605,Blood Work proves,review
927,'s lazy for a movie,review
41554,"'s coherent , well shot",review
25924,sensitive and astute,review
61761,think by now,review
55414,which is as bad at it is cruel,review
15618,reveal his impressively delicate range,review
39029,the phone rings and,review
39036,left to live,review
11721,that you want,review
17853,a fleeting grasp,review
80182,a virgin with a chastity belt,review
53405,", bombshell documentary",review
62896,"time , death , eternity",review
55875,got as potent,review
80941,are on the loose,review
85879,his flick-knife diction,review
21090,like a true star,review
78267,on a tireless story,review
54978,"his life ,",review
35642,of where it should go,review
82739,refreshed and hopeful,review
35700,"were , well",review
35117,stays close to the ground,review
1091,most thoughtful films,review
3341,", and not worth",review
73134,seen speaking on stage,review
41459,Bullock and Grant,review
19540,-LRB- teen comedy -RRB-,review
13592,had anything to do with it,review
57616,authentic Christmas spirit,review
12815,`` dead wife communicating,review
49297,what makes Wilco a big deal,review
3753,the expectation of laughter,review
35796,quite pull off the heavy stuff,review
32081,its way to introduce obstacles for him to stumble over,review
54298,that this should seal the deal,review
19155,"About half of them are funny , a few are sexy",review
22656,want to bolt the theater in the first 10 minutes,review
12533,with a moral,review
66737,is n't going to jell,review
75764,in an intriguing bit of storytelling,review
51484,"real magic ,",review
81485,Madonna 's -RRB-,review
27703,'' overcome its weaknesses,review
10356,director Jon Purdy 's,review
52039,make head or tail of the story in the hip-hop indie Snipes,review
63073,Vanessa Redgrave 's career,review
15672,comes to dreaming up romantic comedies,review
84408,rage and sisterly obsession,review
13256,genuine dramatic impact,review
81716,"Illiterate , often inert sci-fi action thriller .",review
56841,on cotton candy,review
84756,shot that misfires,review
49323,"a been-there ,",review
29105,Kong master John Woo,review
49701,"Simple , poignant and leavened with humor",review
75157,"speculation , conspiracy theories",review
30126,resorting to camp or parody,review
7420,only these guys are more harmless pranksters than political activists .,review
40116,offer no easy rewards,review
55497,dismissed as mindless,review
74708,merely pretentious --,review
84748,can be numbing,review
26458,it does because of the performances,review
37285,the robust middle of this picture,review
83213,", well-acted and thought-provoking",review
72479,"oppressive , morally superior",review
51536,entertaining as the final hour,review
47895,"is a goofball movie , in the way that Malkovich was",review
80000,obvious political insights,review
51715,it 's in danger of going wrong,review
14088,Dana Janklowicz-Mann and Amir Mann,review
39493,as crisp and,review
19660,raucous gangster films,review
628,your teeth hurt,review
9264,the intellectual and emotional pedigree of your date,review
76609,long enough to read the subtitles,review
45742,will leave fans clamoring for another ride,review
52885,"quiet endurance ,",review
61428,brother Hoffman 's,review
11952,in his right mind,review
16039,with bracing intelligence and a vision both painterly and literary,review
34623,to Aliens and every previous dragon drama,review
23329,more than punishment,review
18188,is not your standard Hollywood bio-pic,review
4566,obnoxious and didactic burlesque,review
59986,`` Ballistic : Ecks vs. Sever '',review
75620,tell us about people,review
39096,who rambles aimlessly through ill-conceived action pieces,review
83293,impressive and highly entertaining,review
30111,to actually give them life,review
55682,is nobility of a sort,review
49955,'s actually pretty funny,review
45919,"warm , moving message",review
50620,Wow !? ',review
25219,wonderful film to bring to IMAX,review
63722,Like the best of Godard 's movies,review
33968,do n't eat enough during the film,review
21412,after-school special about interfaith understanding,review
64631,inexpressible and drab wannabe,review
17408,most brilliant and brutal UK crime film,review
46259,sheer force of charm,review
57849,am baffled by Jason X.,review
26094,watching this waste of time,review
38746,with that of Wilde,review
26421,in ` classic,review
35244,the same illogical things keep happening over and over again,review
2813,are small and easily overshadowed by its predictability,review
21836,pull it back,review
82893,be watching a rerun,review
75929,most deceptively amusing comedies of the year,review
50736,"a head-turner -- thoughtfully written ,",review
31504,"no , we get another scene , and then another .",review
77040,is very believable,review
57548,without being a true adaptation of her book,review
36920,"offers no easy , comfortable resolution",review
63296,merely a fierce lesson,review
69280,", we do n't feel much for Damon\/Bourne or his predicament",review
35772,a sheer unbridled delight in the way,review
46653,About the only thing,review
25591,for a bad film,review
28101,", it actually hurts to watch .",review
44687,has a whip-smart sense of narrative bluffs,review
73098,a lot of redundancy and unsuccessful crudeness accompanying it,review
14834,have preceded it,review
50355,enhance the self-image of drooling idiots,review
52071,Feeble comedy .,review
225,going to a house party and,review
14377,It 's just not very smart .,review
57868,"is messy , uncouth , incomprehensible , vicious and absurd .",review
43671,has chosen to make his English-language debut with a film,review
64290,so darned assured,review
46490,The feature-length stretch ...,review
56955,"Then , miracle of miracles , the movie does a flip-flop",review
12157,suavity or classical familiarity,review
24505,that Tornatore was right to cut,review
16397,'s not clear whether we 're supposed to shriek,review
80269,Tim McCann 's,review
53679,does n't work .,review
7962,is a gem .,review
33369,to 7th-century oral traditions,review
23236,"red lights , a rattling noise ,",review
48918,cheering the pratfalls but little else,review
4259,of Jia with his family,review
37810,carved from Orleans ' story,review
78779,to pursue silent film representation with every mournful composition,review
24625,technical skill and,review
85232,a room stacked with pungent flowers,review
63262,this really did happen,review
65140,A technical triumph and an extraordinary bore .,review
52196,bore that tends to hammer home every one of its points,review
35704,"She may not be real ,",review
51106,to feel like you were n't invited to the party,review
53533,", it really won my heart",review
16826,"to learn , to grow , to travel",review
69891,who fires the winning shot,review
42182,into the lake of fire,review
33887,an aging filmmaker still thumbing his nose at convention,review
35672,the peril of such efforts,review
83758,an unexpected direction,review
5651,Make Chan 's action,review
74268,wince in embarrassment and others,review
31167,"Allegiance to Chekhov ,",review
62964,that you should have gotten more out of it than you did,review
68971,"A worthwhile documentary ,",review
39219,into one big bloody stew,review
66402,Collapses under its own meager weight .,review
38831,the film 's mid-to-low budget,review
49386,the books are better,review
72889,is the funniest 5 minutes to date in this spy comedy franchise,review
72543,into elaborate choreography,review
61891,"zero-dimensional , unlikable characters",review
36660,little enthusiasm for such antique pulp,review
59000,the sheer beauty,review
64161,comes to life in the performances,review
79917,everything Rob Reiner and his cast,review
64249,at these days,review
44732,does n't mean you have to check your brain at the door,review
32050,less dramatic but equally incisive,review
50049,dreamed up such blatant and sickening product placement in a movie,review
7807,give the film,review
75838,This film biggest problem,review
38678,never change .,review
65695,it 's pleasant enough and,review
17250,The last three narcissists left on earth,review
14934,Even the hastily and amateurishly drawn animation,review
2474,its emotional core,review
65675,it avalanches into forced fuzziness,review
6560,recycled paper with a shiny new bow,review
21942,of Clancy 's holes,review
12695,eye-catching art direction but,review
31177,is a particularly vexing handicap .,review
81253,generally a huge fan,review
53430,by politics of the '70s,review
32421,to be a suspenseful horror movie or a weepy melodrama,review
53200,by treating female follies with a satirical style,review
63830,'s never boring,review
26107,of being able to give full performances,review
