,text,intent_ovr
69748,This story of unrequited love,review
14675,the film Roman Polanski may have been born to make,review
17579,as mild escapism,review
15843,"simply stupid , irrelevant and",review
62498,at Israel in ferment,review
77195,glimpse into the mysteries of human behavior .,review
22490,cinematic bon bons,review
3998,the Kathie Lee Gifford,review
56488,the kind of obnoxious,review
12300,"If you 're looking for a story , do n't bother .",review
46957,as some of the recent Hollywood trip tripe,review
46626,of tolerance and diversity,review
20247,is generally light enough,review
68351,"takes a walking-dead , cop-flick subgenre and",review
42515,Moore provides an invaluable service by sparking debate and encouraging thought .,review
36324,why not watch a documentary,review
63833,lacks the utter authority of a genre gem,review
65731,the gravitational pull,review
69457,post viewing discussion,review
51101,the film with a skateboard,review
7718,the action and our emotions,review
43453,'s no classic,review
85457,as much as 8 Women 's Augustine,review
69772,a self-conscious sense,review
72691,strong piece of work,review
34664,Conrad L. Hall 's cinematography,review
48382,on the shoulders of its actors,review
41937,Just is n't as weird as it ought to be .,review
69187,in the eye,review
62237,the poor quality of Pokemon 4,review
82694,interested in discretion,review
63815,"brings to the role her pale , dark beauty and characteristic warmth",review
72735,"the dream world of teen life , and",review
40583,", slow and dreary",review
29289,"remembrance from those who , having survived , suffered most",review
82762,sometimes beautiful adaptation,review
31010,Its cast full,review
13493,need for people of diverse political perspectives,review
6172,is not rooted in that decade .,review
42268,both innocent and jaded,review
55430,is simply brilliant,review
22990,as hilariously raunchy as South Park,review
40428,is full of unhappy,review
34299,to see the it,review
42932,to love Robin Tunney,review
7087,-LRB- and exotic dancing,review
76410,are big enough for a train car to drive through,review
71416,are paper thin,review
53383,its most glaring,review
56479,the TV-cops comedy Showtime,review
57529,the hands of a brutally honest individual like Prophet Jack,review
9462,Only about as sexy and dangerous as an actress in a role,review
24820,in store for unwary viewers,review
11375,relatively effortless to read and follow the action at the same time,review
80151,"may not be history -- but then again ,",review
84612,like it or not,review
62038,'s trying to say,review
78664,the scuzzy underbelly,review
61117,One of the most exciting action films,review
35106,technically proficient and,review
32796,"a young audience ,",review
16008,first film something of a sleeper success,review
49808,devotees of French cinema,review
47433,that is filled with raw emotions conveying despair and love,review
836,-- as well as,review
77270,ends up falling short as a whole,review
67935,to a few rather than dozens,review
79876,For free .,review
8744,the gorgeous piano and,review
68557,in what is already an erratic career,review
73010,enough emotional resonance or variety of incident,review
62821,"fact , the best in recent memory",review
39542,"the pitch of his movie ,",review
59612,the limitations of his skill,review
64157,ploddingly melodramatic structure,review
10614,to seasonal cheer,review
19192,of those staggeringly well-produced,review
11069,the promise of digital filmmaking,review
34045,"their imperfect , love-hate relationship",review
46624,The film 's messages of tolerance and diversity,review
1281,"hopefully , sets the tone for a summer of good stuff",review
69868,Billy Bob 's body of work,review
55953,are in the mood for an intelligent weepy,review
34840,is n't one moment in the film that surprises or delights,review
39987,the same as one battle followed by killer CGI effects,review
55309,this movie directionless,review
75169,to drown yourself in a lake afterwards,review
69678,a few comic turns,review
57936,-RRB- taste for `` shock humor '' will wear thin on all,review
13265,In an ART FILM !,review
42138,with emotional outbursts,review
845,'s there on the screen in their version of The Quiet American,review
21827,even on a curve -RRB-,review
70894,It 's better suited for the history or biography channel,review
18832,The trick when watching Godard,review
68361,in the window of the couple 's BMW,review
46643,of the usual cliches,review
35424,Well-meant but unoriginal,review
83392,delivery and payoff,review
60121,Blessed with a searing lead performance,review
43080,like me -RRB-,review
3589,For a movie audience,review
18295,"A delightful , if minor , pastry of a movie",review
35524,Close enough in spirit to its freewheeling trash-cinema roots,review
57831,transcends ethnic lines,review
18301,Despite lagging near the finish line,review
78892,", it manages to instruct without reeking of research library dust .",review
75244,barely give a thought to the folks who prepare and deliver it,review
32635,marry science fiction,review
56424,know a star,review
83111,"immensely ambitious ,",review
52141,these lives count,review
55026,"dazzling , remarkably unpretentious reminder",review
31327,updated Dickensian sensibility,review
16515,his opportunity to make absurdist observations,review
22211,be delighted simply to spend more time with familiar cartoon characters,review
27273,as some campus,review
11059,"of need , neurosis and nervy",review
82793,that is itself,review
79751,the always hilarious Meara,review
63255,of these girls,review
31015,by so fast there 's no time to think about them anyway,review
57544,nails all of Orlean 's themes,review
28426,will prove absorbing to American audiences,review
15728,been patched in from an episode of Miami Vice,review
72575,about a much,review
69070,grating endurance test,review
22624,the margin of acting,review
54974,"regain his life , his dignity and his music",review
45368,Mike Tyson 's E,review
20871,"a comedy , a romance , a fairy tale",review
61290,ironically killer soundtrack,review
1531,a scruffy Giannini,review
44941,his first attempt at film noir,review
14797,"Entirely suspenseful , extremely well-paced and ultimately",review
34441,Contradicts everything we 've come to expect from movies nowadays .,review
62773,originality in ` Life ',review
44315,is also eminently forgettable .,review
56947,through this picture I was beginning to hate it,review
25185,the film seem like something to endure instead of enjoy,review
43873,everything he can to look like a good guy,review
34700,"Deuces Wild , which was shot two years ago",review
39244,haul 'em to the theatre,review
19522,What the movie lacks in action,review
30726,is that it 's funny .,review
32505,"Triumph of Love is a very silly movie , but",review
63879,a modest if encouraging return,review
12392,diverting in the manner of Jeff Foxworthy 's stand-up act,review
72996,committed to film .,review
53056,were all comedy,review
83724,The film 's images,review
69528,as several daredevils,review
58986,"Miyazaki has created such a vibrant , colorful world",review
32500,give a second look,review
64058,that 's so bad it starts to become good,review
44451,with it all,review
66791,An opportunity missed .,review
60133,'s depressing to see how far Herzog has fallen,review
75398,between the marquis -LRB- Auteil -RRB- and Emilie -LRB- Le Besco -RRB-,review
60653,"Many shallower movies these days seem too long , but",review
39677,a breakthrough in filmmaking,review
80085,becomes increasingly implausible as it races,review
19837,are nowhere near as vivid as the 19th-century ones .,review
45600,way too mushy -- and in a relatively short amount of time,review
83285,of the facts of Cuban music,review
11924,young Robert DeNiro,review
45334,post-Tarantino pop-culture riffs,review
70746,interest Attal and Gainsbourg,review
54928,outside the group,review
32486,"intrigue , partisans and sabotage",review
44604,should have been deeper,review
15715,striking a blow for artistic integrity,review
46794,always accuse him of making,review
83248,somewhat tired premise,review
22438,The film sometimes flags ... but,review
7921,on its own terms,review
19544,a bad name,review
52406,", brisk delight",review
83555,takes the cake,review
34749,first full flush,review
2222,shown up at the appointed time and place,review
71198,that we were aware of,review
80483,"not every low-budget movie must be quirky or bleak , and",review
16436,Franklin needs to stay afloat in Hollywood,review
8469,in the constrictive Eisenhower era about one,review
10308,ca n't support the epic treatment,review
65843,"dark , funny humor",review
72099,is in many ways,review
84114,"the magnificent swooping aerial shots are breathtaking ,",review
71711,towards the audience,review
19305,'s nowhere near,review
34978,the grandness of romance,review
24614,is that it avoids the obvious with humour and lightness,review
35514,identity and heritage,review
67810,"at once visceral and spiritual , wonderfully vulgar and sublimely lofty --",review
14986,zings along with vibrance and warmth .,review
58286,shrugging acceptance to each new horror,review
79544,during the climactic hourlong cricket match,review
5160,escape from director Mark Romanek 's self-conscious scrutiny,review
11705,"This filmed Tosca -- not the first , by the way --",review
71859,it 's the worst movie of 2002,review
5829,took a long time,review
20723,a terrific effort,review
75823,Two big things,review
45772,the simpering soundtrack and,review
54943,"Just about the best straight-up ,",review
7494,burn the negative and the script,review
35229,nothing short of refreshing,review
53456,it nonetheless sustains interest during the long build-up of expository material .,review
83175,"exploitative for the art houses and too cynical , small and",review
43043,the comedy more often than not hits the bullseye,review
64956,as its trademark villain,review
56032,"is , to some degree at least",review
81518,The AAA of action,review
69898,showing honest emotions .,review
14076,of Richard Nixon,review
10277,devoid of wit and humor,review
26371,well done and perfectly,review
3646,that little of our emotional investment pays off,review
3449,a surgeon mends,review
23433,of the best and most exciting movies,review
59393,Like a precious and finely cut diamond,review
48916,"seemed bored , cheering the pratfalls but little else",review
23024,truly ours in a world of meaningless activity,review
18366,the production works more often than it does n't .,review
30687,is being there when the rope snaps,review
58134,owes more to Guy Ritchie,review
11018,"with its leaden acting , dull exposition and telegraphed ` surprises",review
54164,in its objective portrait of dreary,review
57054,but the project surrounding them is distressingly rote,review
59527,its screwed-up characters,review
85190,directed by Charles Stone III,review
11299,a sexy slip of an earth mother,review
79052,writer-director Anne-Sophie Birot,review
2416,fest that 'll put hairs on your chest .,review
35207,teen-oriented variation on a theme,review
56318,many a recent movie season,review
12975,the cracked lunacy,review
78800,best dramatic performance to date -LRB- is -RRB- almost enough,review
85015,patting people while he talks,review
24836,Once Upon a Time in America,review
45508,it looks like Woo 's a P.O.W.,review
13177,not entirely convincing about The Quiet American,review
21928,your seven bucks,review
65506,that does n't make you feel like a sucker,review
1355,barely clad bodies,review
25558,the pesky moods,review
12605,is n't scary .,review
9317,dying to see the same old thing in a tired old setting,review
27508,is just such an achievement,review
45453,"Ice Cube , Benjamins",review
35684,Even better than the first one !,review
77488,"piece , a model of menacing atmosphere .",review
81035,to the dullest Irish pub scenes,review
41652,", Moonlight Mile should strike a nerve in many .",review
76191,'s a scorcher,review
28386,care about music you may not have heard before,review
81363,if the screenplay falls somewhat short,review
20036,his directorial touch,review
18993,to overcome his personal obstacles and become a good man,review
62486,makes an amazing breakthrough in her first starring role,review
72900,shows up and,review
9209,Every sequel you skip,review
9666,"sanctimonious , self-righteous",review
29041,glorified a term,review
20722,make a terrific effort,review
38734,The ingenuity that Parker displays in freshening the play,review
61321,occur and not ``,review
37887,in almost every frame,review
22666,The best thing,review
13939,to the screen,review
38013,"Lyne 's latest , the erotic thriller Unfaithful",review
4659,"Too long , and larded with exposition",review
14724,another breathless movie,review
84337,The party scenes,review
32299,"a rather dull , unimaginative car chase",review
51864,"part biography , part entertainment and part history",review
82331,latest Schwarzenegger or Stallone,review
32987,", discerning taste",review
62827,in the hue of its drastic iconography,review
25908,"to that elusive , lovely place",review
33631,A rude black comedy,review
44713,"touching , raucously amusing , uncomfortable",review
22847,all for the mentally,review
60600,satisfying summer blockbuster,review
46702,it 's not very well shot or composed or edited,review
43618,I 'll bet most parents had thought,review
40121,as one of -LRB- Witherspoon 's -RRB- better films,review
61728,of watching intelligent people making a movie,review
64565,a low-budget series,review
12970,talented writer\/director Anderson,review
64001,half the interest,review
35526,in spirit to its freewheeling trash-cinema roots,review
18008,even more to think about after the final frame,review
44070,strictly in the knowledge imparted,review
27503,"overblown , and entirely implausible",review
39896,"aimless , arduous ,",review
48826,either the nature,review
36766,by somebody else,review
83519,"If Jews were Catholics , this would be Catechism",review
71289,a captivating drama that will speak to the nonconformist in us all,review
78190,have fingers to count on,review
59896,tone and several scenes run,review
8708,the United States,review
38030,Another love story,review
26174,'ve seen ` jackass : the movie,review
27214,some of its casting,review
49815,'s like dying and going to celluloid heaven,review
13180,a case of too many chefs fussing over too weak a recipe,review
74085,'' just seems to kinda,review
36945,be part of,review
60527,monumental as Disney 's 1937 breakthrough,review
73204,into the girls ' confusion and pain,review
20804,crime lord 's,review
78030,"Cox offers plenty of glimpses at existing photos , but",review
59482,Death to Smoochy keeps firing until the bitter end .,review
75475,"aimless for much of its running time ,",review
77109,a surfeit of characters,review
37754,utterly convincing -- and deeply appealing --,review
17220,wherever it takes you,review
41875,might to resist,review
5475,meet at a rustic retreat and pee against a tree,review
86002,Even if you have no interest in the gang-infested,review
12471,to losing my lunch,review
77083,'s about issues most adults have to face in marriage,review
34440,one 's mother,review
6837,is definitely a director to watch .,review
31296,it to rank with its worthy predecessors,review
38248,"wacky , screwball comedy",review
5645,This toothless Dog,review
6178,A compelling allegory about the last days,review
56078,a poster boy,review
6960,Family Fundamentals gets you riled up,review
17182,At its worst,review
32840,a good idea that was followed by the bad idea,review
42653,"crafty , energetic and smart",review
22365,with the emotional arc of its raw blues soundtrack,review
82008,like the stuff of lurid melodrama,review
22327,this cinematic snow cone,review
38550,hoping the nifty premise,review
30363,between farcical and loathsome,review
68902,that it appears not to have been edited at all,review
11071,A poignant and gently humorous,review
9243,effort and intelligence,review
9548,Jerry Bruckheimer 's,review
32673,"serves up all of that stuff ,",review
6333,like modern art,review
69858,"between Sling Blade and South of Heaven , West of Hell",review
82226,wearing the somewhat cumbersome 3D goggles,review
63076,"Jez Butterworth ,",review
57718,a lightweight story,review
68997,equally great Robin Williams performance,review
46828,of a particular theatrical family,review
74357,Often overwrought and at times positively irritating,review
84360,what it was to be Iranian-American in 1979,review
60442,"directs , ideally capturing the opera 's drama and lyricism",review
22553,any sense of commitment,review
21483,developing any storytelling flow,review
55929,"comes along ,",review
31268,manages to deliver a fair bit of vampire fun .,review
39639,there 's really not much of a sense of action,review
33470,serves as a painful elegy and sobering cautionary tale,review
74324,were all there,review
955,of its own cracker barrel,review
1715,a bunch of exotic creatures,review
70779,Has all the right elements but completely fails to gel together .,review
69935,of Barney 's crushingly self-indulgent spectacle,review
31017,there 's no time to think about them anyway,review
64882,for Britney 's latest album,review
17737,not a bad way,review
53720,weak dialogue and biopic,review
23345,often boring .,review
11881,demonstrated a knack,review
61467,can outgag any of those young whippersnappers making moving pictures today,review
10715,we 're - doing-it-for - the-cash ' sequel,review
81408,of the excellent cast,review
6536,everyone involved with moviemaking is a con artist and a liar,review
81209,"offensive , puerile",review
17263,culture clash comedies,review
3274,is more than one joke about,review
42818,a warm and charming package,review
60722,What -LRB- Frei -RRB-,review
69577,is a tale worth catching .,review
81090,strength and sense,review
84794,All That Heaven Allows '' and `` Imitation,review
27124,an eccentric and good-naturedly aimless story,review
15635,innovation or pizazz,review
7636,a built-in audience,review
10368,cast in impossibly contrived situations,review
32205,with remarkable skill,review
16414,the proceedings more bizarre than actually amusing,review
16942,are worth the price of admission ...,review
67279,` hip ',review
28819,after school special,review
49496,by characters who are nearly impossible to care about,review
64624,brought to life on the big screen,review
47575,we 're never sure if Ohlinger 's on the level or merely,review
3644,the lazy plotting,review
19611,a meditation on the deep deceptions of innocence,review
29756,"had the ability to mesmerize , astonish and entertain",review
83405,does n't have anything really interesting to say,review
21384,daft by half ...,review
11958,the attraction a movie,review
68291,A psychic journey deep into the very fabric of Iranian ...,review
12080,ability to shock and amaze,review
9415,"Satin Rouge is not a new , or inventive , journey",review
85956,"finally , to some extent ,",review
17408,most brilliant and brutal UK crime film,review
82282,Bolstered by exceptional performances,review
49750,a fanboy ` what if,review
11574,the emotional seesawing,review
69588,that its visual imagination is breathtaking,review
80792,is worthy of our respect,review
37149,'s appealingly manic and energetic .,review
64358,waiting for us,review
71867,"Memories of Rollerball have faded , and",review
62743,'re not interested,review
70136,`` Miami Vice '' checklist,review
17188,that it rarely achieves its best,review
79964,be seated next to one of those ignorant,review
14178,a hint of humor,review
75673,of common sense,review
63863,and Mr. Serrault,review
5432,does Steven Seagal,review
56300,dishes out a ton of laughs that everyone can enjoy,review
71996,", self-destructive ways",review
77214,"Pan Nalin 's exposition is beautiful and mysterious , and",review
37095,with a cultist 's passion,review
10447,joyous romp of a film .,review
20974,"emphatic in this properly intense , claustrophobic tale of obsessive love",review
32226,", to my great pleasure ,",review
5053,with a fair amount,review
72874,a professional screenwriter,review
44559,may be because teens are looking for something to make them laugh,review
80515,Bubba Ho-Tep 's clearly evident quality,review
71149,a Latino hip hop beat,review
79347,"being forty , female and single",review
83722,of the highest order,review
6270,of the survivors,review
11929,My Husband Is Travis Bickle,review
28294,"protecting her cub , and",review
49431,an unsettling picture of childhood innocence combined with indoctrinated prejudice,review
56919,thoughtful and rewarding,review
70386,the viewing audience,review
6710,you to sleep,review
61781,Some of the most inventive,review
37849,the performances and the cinematography to the outstanding soundtrack and unconventional narrative,review
79852,a bit undisciplined,review
27704,overcome its weaknesses,review
26482,two actors play,review
58501,its best moments,review
60387,Tom Green 's Freddie Got Fingered,review
55038,As earnest as a community-college advertisement,review
67009,melodramatic paranormal romance is an all-time low for Kevin Costner .,review
20203,'s nice to see Piscopo again after all these years,review
4503,want to help -- or hurt,review
2841,in the movie,review
7911,muddled limp biscuit,review
85553,A ragbag of cliches,review
61236,About Schmidt belongs to Nicholson .,review
2675,leaps over national boundaries and celebrates universal human nature,review
23770,", honest , and enjoyable comedy-drama",review
46229,ends up delivering in good measure,review
44563,are looking for something to make them laugh,review
38682,An admitted egomaniac,review
56784,", melodrama , sorrow , laugther , and tears",review
68465,"look no further ,",review
78639,even he is overwhelmed by predictability,review
13684,indeed from any Plympton film,review
42492,A true pleasure .,review
81073,to recite some of this laughable dialogue with a straight face,review
3216,of the price of a ticket,review
80453,does n't quite know how to fill a frame,review
60565,may be in presentation,review
47969,"si , pretty much '' and ``",review
32478,at 163 minutes,review
6135,who escapes for a holiday in Venice,review
70584,a vat of ice cream,review
75944,Ca n't get enough of libidinous young city dwellers ?,review
28011,the wide range,review
38642,to be sure,review
28014,the limited range,review
52201,every one of its points,review
54637,'s extremely hard,review
40402,quite good at providing some good old fashioned spooks .,review
23468,to a common goal,review
22413,win many fans over the age of 12,review
57439,", ` Swept Away ' sinks .",review
15386,"und drung , but",review
78651,just the measure,review
40990,then it caved in,review
34504,has compelling new material,review
59295,more likely to induce sleep than fright,review
21375,is one of this year 's very best pictures,review
60769,a human being,review
11408,than silly fluff,review
83600,had a lot of problems with this movie,review
70956,like an extended dialogue exercise in Retard 101,review
56589,Grant and Sandra Bullock,review
59120,gives the story some soul,review
24005,of the director 's previous popcorn work,review
22703,makes Edward Burns ' Sidewalks of New York look like Oscar Wilde,review
32776,modernized for the extreme sports generation,review
63502,That 's not vintage Spielberg and,review
30187,the picture of health with boundless energy,review
75108,despite a remarkably strong cast,review
14468,are simply intoxicating,review
5669,general family chaos to which anyone can relate,review
77043,sure to ultimately disappoint the action fans,review
71656,of her Rubenesque physique,review
65597,go to a picture-perfect beach during sunset .,review
66280,"is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",review
974,the empty theatres,review
57109,the best script that Besson has written in years .,review
39664,a pleasure to have a film like The Hours as an alternative,review
84330,of poetic frissons,review
22092,"A beautiful , entertaining two hours",review
50103,wry and engrossing,review
11080,and communicates something,review
50084,made by someone who obviously knows nothing about crime,review
43843,you root for throughout,review
33274,", Mr. Rose 's updating works surprisingly well .",review
50152,their own immaturity,review
47544,the `` Saving Private Ryan '' battle scenes before realizing Steven Spielberg,review
78094,deeply humanistic artist,review
41883,for Smokey Robinson,review
33402,an image of black indomitability,review
33368,go back to 7th-century oral traditions,review
55265,events seemingly out of their control,review
16271,pun and entendre and its attendant,review
70391,forever on the verge of either cracking up or throwing up,review
55104,"soulful , scathing and joyous",review
31506,"we get another scene , and then another .",review
43377,"a fault , but",review
58672,he made Swimfan anyway,review
59312,so deadly dull,review
83906,or buddy movie,review
71860,'s the worst movie of 2002,review
57077,is so fine,review
53495,"Ensemble movies , like soap operas ,",review
4980,"pitched between comedy and tragedy , hope and despair",review
2376,evokes the bottom tier of blaxploitation flicks from the 1970s,review
41005,that 's enough to sustain laughs,review
23020,for our lives,review
71366,play second fiddle,review
13115,this true story,review
32417,A supernatural mystery,review
58082,Dripping with cliche and,review
41835,in Trouble Every Day,review
85545,a side dish no one ordered,review
52980,'s guilty fun to be had here .,review
64024,"the edge of your seat , tense with suspense",review
71553,view a movie,review
2908,to be smart,review
26849,"It 's an ambitious film , and",review
48987,'re not big fans of teen pop kitten Britney Spears,review
12428,"to stand in for true , lived experience",review
37206,Waking Life water colors,review
1767,barely defensible sexual violence,review
62674,Well made but uninvolving,review
55524,supposed to have like written the screenplay or something,review
52904,an engaging and intimate first feature,review
80,a plodding mess,review
32380,her real-life persona is so charmless and vacant,review
27235,such a companionable couple,review
3009,The filmmakers might want to look it up .,review
39613,this movie thinks it is about,review
33707,quite sure where self-promotion ends and the truth begins,review
31541,a gut punch,review
52249,", pointless , stupid",review
24617,avoids the obvious with humour and lightness,review
76723,"his founding partner , Yong Kang ,",review
82418,preliminary notes for a science-fiction horror film,review
38639,"is lightweight filmmaking , to be sure",review
8215,the diva shrewdly,review
11172,could have been pulled from a tear-stained vintage Shirley Temple script,review
49368,never knew what the hell was coming next,review
26389,", soap opera-ish dialogue",review
1363,a sudden lunch rush at the diner,review
48819,to female camaraderie,review
85283,a more traditionally plotted popcorn thriller,review
82806,was hoping that it would be sleazy and fun,review
18480,the films so declared this year,review
55688,richer and more observant,review
75489,Estela Bravo 's,review
85976,be sealed in a jar and left on a remote shelf indefinitely,review
54661,is sufficiently funny,review
77601,a suspenseful spin,review
73760,Like a soft drink that 's been sitting open too long,review
84323,", if unintentionally dull in its lack of poetic frissons .",review
58600,do not fit,review
16503,that still leaves shockwaves,review
65225,"Burns ' visuals , characters and his punchy dialogue ,",review
53866,innocent yet fervid conviction,review
10834,imagined a movie ever could be,review
32136,that French realism,review
14052,"balance pointed , often incisive satire and unabashed sweetness ,",review
73075,smothered in the excesses of writer-director Roger Avary,review
59535,cloaked in the euphemism ` urban drama .,review
6549,convey a strong sense of the girls ' environment .,review
63336,with little style,review
44931,"goofy and lurid ,",review
78244,should be used to burn every print of the film,review
84633,a reasonably intelligent person to get through The Country Bears,review
60343,of the movie for me,review
86067,understanding a unique culture that is presented with universal appeal,review
70242,"strikes a tone that 's alternately melancholic , hopeful and strangely funny",review
23759,to the aging Sandeman,review
78367,unable to save the movie,review
51302,Sally Jesse Raphael atmosphere,review
61757,genuinely moving and wisely unsentimental,review
31192,"her lover Mario Cavaradossi , and",review
33813,"It 's a loathsome movie , it really is and",review
84552,distances sex and love,review
58942,a melodramatic mountain,review
52794,and the viewers,review
74491,his most vital work,review
23046,be an enjoyable choice for younger kids,review
29346,a game cast,review
36295,will the actors,review
76256,"It 's weird , wonderful , and not necessarily for kids .",review
58756,watching your favorite pet get buried alive,review
21523,feel funny and light,review
1933,so much fun,review
74029,of a film that does n't know what it wants to be,review
41346,one man 's triumph of will,review
51650,"just another teen movie ,",review
60605,", overlong , and bombastic",review
23753,a tragic dimension and savage full-bodied wit and,review
29314,"the movie 's sentimental , hypocritical lessons about sexism",review
30452,your particular area,review
25861,as anything much more,review
69735,as overbearing and over-the-top as the family,review
23165,most resonant film since The Killer .,review
40033,in formal settings with motionless characters,review
32647,"has a more colorful , more playful tone than his other films",review
57633,'s apparent that this is one summer film that satisfies,review
19856,of animation enthusiasts of all ages,review
39051,the call of the wild,review
2284,TV 's Dawson 's Creek,review
81532,nincompoop Benigni persona,review
18502,"as rude and profane as ever , always hilarious",review
13699,there 's something awfully deadly about any movie with a life-affirming message,review
43459,"families looking for a clean , kid-friendly outing should investigate",review
15278,least accessible screed,review
68250,your movie-going life,review
2216,let 's get this thing over with,review
15788,being that it 's only a peek,review
24863,a goofy energy,review
83247,this somewhat tired premise,review
64096,be in the genes,review
73424,is likely still,review
6292,a stale copy,review
2428,is one of world cinema 's most wondrously gifted artists and storytellers,review
52681,"dull , brain-deadening hangover",review
14715,Like a pack of dynamite sticks,review
74829,for the memorable character creations,review
59559,"George W. Bush ,",review
13822,All the small moments and,review
67719,scary-funny as Tremors,review
21959,are as maudlin as any after-school special you can imagine,review
53171,serious issues '',review
79943,equally derisive clunker,review
53423,", often self-mocking ,",review
80973,reopens an interesting controversy and never succumbs to sensationalism,review
28234,is generated by the shadowy lighting,review
70811,'ve worked a lot better had it been a short film,review
10662,literary mystery story,review
15213,pleasant in spite of its predictability,review
21362,while -LRB- Roman Coppola -RRB- scores points for style,review
33181,are moments of hilarity to be had .,review
5236,the flat dialogue,review
19889,is going to take you,review
47574,in the sky,review
30958,is also beautifully acted .,review
47346,virtuosic set pieces,review
19689,'s not hateful,review
86059,is so incredibly inane that it is laughingly enjoyable .,review
60291,quite far enough,review
47895,"is a goofball movie , in the way that Malkovich was",review
71766,influenced chiefly by humanity 's greatest shame,review
57037,a spark of new inspiration in it,review
80710,"realism , crisp storytelling and",review
3417,"joyless , idiotic , annoying , heavy-handed",review
81491,that emphasizes every line and sag,review
76883,The tonal shifts,review
5963,older and wiser eyes,review
8835,An unintentionally surreal kid 's picture,review
47210,infused with the sensibility of a video director,review
22809,"frosting is n't , either",review
38538,live the mood rather than savour the story,review
21833,able to pull it back on course,review
2724,a grievous but obscure complaint against fathers,review
62866,sketchy characters and immature provocations can fully succeed at cheapening it .,review
73536,rake in dough from baby boomer families,review
52389,it has definite weaknesses,review
84788,little more than routine,review
77817,slapping its target audience in the face,review
25004,real psychological grounding,review
24600,a great film,review
43533,for this story to go but down,review
77502,that The Pianist is for Roman Polanski,review
23321,the rest of us,review
49811,so rich with period minutiae,review
28522,applied to the Iranian voting process .,review
54958,a laugh between them,review
64696,any contemporary movie,review
69852,the first time I saw it as a young boy,review
75058,"is brilliant ,",review
7901,of iced tea,review
2313,threw loads of money,review
45926,physical and psychological barriers,review
29772,a script that prevents them from firing on all cylinders,review
84889,is relatively short,review
41585,heart and reality,review
35668,"is , quite pointedly , about the peril of such efforts",review
27942,a condensed season of TV 's Big Brother,review
35843,the notion that to be human,review
24377,lost in its midst,review
55779,`` wait a second,review
27659,", entertaining thriller",review
32945,"individual moments of mood ,",review
2630,with solid performances and eerie atmosphere,review
28892,not quite and hour and a half,review
62838,most antsy youngsters,review
41799,lives down to its title,review
74483,Martin Scorcese 's Gangs of New York,review
19017,of a tax accountant,review
53914,'s so tedious,review
55838,"good action , good acting , good dialogue ,",review
14057,satire and unabashed sweetness,review
82909,generates little narrative momentum,review
57176,Dull and mechanical,review
12176,nuclear crisis sequences,review
35930,enjoy yourselves without feeling conned,review
64969,well-made B movie,review
73106,little more than a screenful of gamesmanship,review
38605,instantly forgettable and thoroughly dull,review
77392,ponder anew what a movie can be,review
10629,with hot-button issues in a comedic context,review
55499,earn her share of the holiday box office pie,review
14418,absurdly inappropriate ` comedy ' scenes,review
22956,says he has to,review
52111,echo of allusions to other films .,review
48146,mindless pace in collision,review
3840,the apex of Steven Spielberg 's misunderstood career,review
28262,of the film 's stars,review
77266,have the best of both worlds,review
84412,"with cultural , sexual and social discord",review
77891,"allowing us to find the small , human moments , and",review
52139,makes these lives count .,review
40646,well worth watching,review
23221,The pacing is deadly,review
53850,as its protagonist,review
32837,"is a fragmented film ,",review
16421,relatively nothing happens,review
59386,make the most of a bumper,review
49329,imagine acting that could be any flatter,review
73012,enough emotional resonance,review
22455,conflicted emotions that carries it far above ...,review
52636,"you places you have n't been , and",review
83920,"is , like the military system of justice",review
59097,that A.C. will help this movie one bit,review
45708,hand viewers a suitcase full of easy answers,review
64129,that no embellishment is,review
35473,settled for a lugubrious romance,review
9898,of nothing at the core of this slight coming-of-age\/coming-out tale,review
21095,oddly colorful and just plain otherworldly,review
35967,even a hint,review
18060,is little else,review
71418,your least favorite,review
50346,is nearly impossible,review
79651,seeming at once both refreshingly different and reassuringly familiar,review
35862,computer science departments,review
78555,with human events,review
41165,refreshes the mind and spirit along with the body,review
2578,beautifully sung holiday carol,review
22613,rich and sudden,review
26961,in a mature and frank fashion,review
56429,its overinflated mythology,review
31030,hem the movie,review
37033,of Being Earnest movie,review
19510,all of this unpleasantness,review
1313,"pat storylines , precious circumstances and beautiful stars",review
56914,powerful acting clinic,review
67338,be plenty of female audience members drooling over Michael Idemoto as Michael,review
57690,go with it,review
79474,Runs on the pure adrenalin of Pacino 's performance,review
70469,straight from the ages,review
85348,on your watch,review
48454,it looks in the face of death,review
41178,Maybe Thomas Wolfe was right : You ca n't go home again,review
16487,Mr. Lopez himself,review
48699,the emotion or timelessness,review
23623,of the lives of the Papin sister,review
18255,a potentially incredibly twisting mystery,review
65240,that works against itself,review
36045,is repeated five or six times,review
15038,black-owned record label,review
29394,the film 's action,review
4834,of its own,review
47144,"Road to Perdition does display greatness ,",review
41928,a work of entertainment,review
11358,gets under our skin and,review
12735,", murky and weakly acted",review
16245,the plot and,review
38551,the nifty premise,review
3944,the ethereal nature of the internet and the otherworldly energies,review
52619,here are unintentional .,review
5113,its storytelling prowess,review
9629,because of the ideal casting of the masterful British actor Ian Holm,review
17582,in which fear and frustration are provoked to intolerable levels,review
21337,stores of the potential for sanctimoniousness,review
36203,its elegantly colorful look,review
56235,explore the connections between place and personal identity .,review
39154,wait in vain for a movie to happen,review
540,a strong case for letting sleeping dogs lie,review
